benchmark,label,regime,loss,full_mu_on,full_mu_off,full_decision,full_p_on,full_p_off,full_flow_on,full_flow_off,full_required_actual,full_region,full_gross,full_penalty,full_objective,full_access,full_wait_on,full_wait_off,full_wait_E,full_wait_initial_on,full_wait_initial_off,full_exposure,full_utility_on,full_utility_off,full_residual,full_referral_forward,full_referral_reverse,full_solver,full_regional_support,full_search_best,full_search_spread,transferred_mu_on,transferred_mu_off,transferred_decision,transferred_p_on,transferred_p_off,transferred_flow_on,transferred_flow_off,transferred_required_actual,transferred_region,transferred_gross,transferred_penalty,transferred_objective,transferred_access,transferred_wait_on,transferred_wait_off,transferred_wait_E,transferred_wait_initial_on,transferred_wait_initial_off,transferred_exposure,transferred_utility_on,transferred_utility_off,transferred_residual,transferred_referral_forward,transferred_referral_reverse
Referral-omission benchmark,L572_s30_d0.8,F0,0.0,483.0,489.0,483.0,60.0,40.0,0.0,0.0,30.0,B,2640.0,5720.0,-3080.0,0.0,0.002178649237472767,0.002178649237472767,0.00392156862745098,0.0035511982570806105,0.00392156862745098,0.003921568627450981,-37.74043572984749,-28.561220043572984,0.0,0.0,24.0,regional-validated,B,-3080.0,0.0,157.0006666666667,814.9993333333333,157.0006666666667,60.0,40.0,0.0,0.0,30.0,B,2640.0,5720.0,-3080.0,0.0,0.007518759304464638,0.0012738864321753139,0.007288893875747025,0.010069872160976098,0.007288893875747025,0.007288893875747025,-38.45279385609996,-28.887693754285486,0.0,0.0,24.0
Referral-omission benchmark,L572_s30_d0.8,F1,30061.801704962032,731.546844130776,240.45315586922402,731.546844130776,26.88913458964073,40.00000000000001,516.6174900196681,0.0,30.0,BV,26858.97253266831,553.8250998033186,26305.147432864993,0.903177430104315,0.021609260234418937,0.03374156765397219,0.05102897584150734,0.039469401778946506,0.05102897584150734,0.04010382571928611,4.440892098500626e-15,-9.116080754583859,4.440892098500626e-15,180.81612150688383,168.65289720550706,regional-validated,BV,26305.147432864993,0.0,733.3999998494282,238.60000015057176,733.3999998494282,31.806071995956735,40.0,0.0,0.0,30.0,B,1963.3457279029617,5720.0,-3756.6542720970383,0.0,0.00140964195124366,0.00479386385080623,0.005921577411801158,0.003482194045374065,0.005921577411801158,0.005921577411801158,-1.6957376193823197,-6.376530642532266,0.0,0.0,24.0
Referral-omission benchmark,L878_s15_d0.1,F2,,96.20004703025167,875.7999529697483,96.20004703025167,60.0,35.12071096967096,0.0,791.3112536681665,30.0,BF,33772.90267822678,866.887463318335,32906.015214908446,0.9012656647701213,0.07107865292895833,0.0183524292709804,0.025460294563876235,0.07998975602631501,0.025460294563876235,0.025460294563876235,-35.46080912804333,0.0,0.0,0.0,82.13112536681666,regional-validated,BF,32906.015214908446,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Referral-omission benchmark,L878_s15_d0.1,F0,0.0,472.50000000000006,499.49999999999994,472.50000000000006,60.0,40.0,0.0,0.0,30.0,B,1380.0,8780.0,-7400.0,0.0,0.0021299254526091584,0.002129925452609159,0.0023429179978700747,0.0029499467518636843,0.0023429179978700747,0.002342917997870075,-28.222140575079866,-1.3816826411075613,0.0,0.0,3.0,regional-validated,B,-7400.0,0.0,17.445407407407433,954.5545925925926,17.445407407407433,60.0,40.0,0.0,0.0,30.0,B,1380.0,8780.0,-7400.0,0.0,0.06922615415382552,0.0010816018956715653,0.008004217311054117,0.07202763021269445,0.008004217311054117,0.008004217311054117,-35.93829398097694,-1.957042044995669,0.0,0.0,3.0
Referral-omission benchmark,L878_s15_d0.1,F1,20759.801706576996,91.97617450709913,880.0238254929009,91.97617450709913,24.248805319241114,40.0,0.0,754.0238254929014,30.0,BF,33262.11713071846,1239.7617450709856,32022.35538564748,0.8587970677595689,0.07367138107820356,0.010416666666666729,0.017783804774487086,0.07989571274927403,0.017783804774487086,0.017783804774487086,8.526512829121202e-14,-4.440892098500626e-16,8.570921750106208e-14,0.0,78.40238254929015,regional-validated,BF,32022.35538564748,0.0,44.36088291193295,927.639117088067,44.36088291193295,27.605451807129715,40.0,0.0,355.563750514596,30.0,BF,16486.916173924525,5224.36249485404,11262.553679070485,0.404970103091795,0.17227989418528455,0.001844761931022858,0.019072751349551317,0.1789553571576275,0.019072751349551317,0.019072751349551314,-14.400799955881578,-1.3322676295501878e-15,1.3322676295501878e-15,0.0,38.556375051459604
Referral-omission benchmark,L878_s15_d0.2,F2,,169.49893308901454,802.5010669109854,169.49893308901454,60.0,28.7909633385107,0.0,718.0123691671578,30.0,BF,30512.145127450065,1599.8763083284223,28912.268819121644,0.8177817416482435,0.050260198920539,0.0183524297956502,0.028404469579758,0.0602017632734543,0.028404469579758,0.028404469579758,-33.12914227910038,-7.105427357601002e-15,7.105427357601002e-15,0.0,149.60247383343156,regional-validated,BF,28912.268819121644,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Referral-omission benchmark,L878_s15_d0.2,F0,0.0,474.00000000000006,497.99999999999994,474.00000000000006,60.0,40.0,0.0,0.0,30.0,B,1560.0,8780.0,-7220.0,0.0,0.0021367521367521365,0.002136752136752137,0.0025641025641025645,0.003034188034188034,0.0025641025641025645,0.002564102564102564,-30.331709401709404,-7.406837606837607,0.0,0.0,6.0,regional-validated,B,-7220.0,0.0,17.445407407407433,954.5545925925926,17.445407407407433,60.0,40.0,0.0,0.0,30.0,B,1560.0,8780.0,-7220.0,0.0,0.0873712891471913,0.0010816018956715653,0.018555859725109827,0.09386584005097974,0.018555859725109827,0.018555859725109827,-40.4841734828649,-9.138825995369908,0.0,0.0,6.0
Referral-omission benchmark,L878_s15_d0.2,F1,31889.322361845407,698.8975783224039,273.1024216775961,698.8975783224039,27.687632455081836,40.00000000000001,606.3821211791836,0.0,30.0,BV,27820.010760679146,2716.1787882081635,25103.831972470984,0.6906402291334666,0.022691838049983613,0.032395295937965925,0.036933663547962646,0.03561862029177054,0.036933663547962646,0.03568061338738527,-2.6645352591003757e-15,-6.488233380914281,2.6645352591003757e-15,212.23374241271426,48.44674848254285,regional-validated,BV,25103.831972470984,0.0,44.36088291193295,927.639117088067,44.36088291193295,27.605451807129715,40.0,11.746401739667395,0.0,30.0,BV,1877.0455932289049,8662.535982603327,-6785.490389374422,0.013378589680714573,0.03877136182983766,0.0011191592633241108,0.008873431629291644,0.04187706290008974,0.008873431629291644,0.018159834663311142,-8.881784197001252e-16,-1.577587622652755,8.881784197001252e-16,4.1112406088835876,6.822248121776718
Referral-omission benchmark,L878_s15_d0.35,F2,,707.7790948169325,264.22090518306754,707.7790948169325,13.86468257505283,80.0,580.9450962338201,0.0,30.0,BV,27853.352085120343,2970.549037661799,24882.803047458543,0.661668674525991,0.022139457895900612,0.032372808891676416,0.04012161915524163,0.03618202460023519,0.04012161915524163,0.03637547543137985,-1.7763568394002505e-15,-46.159137544589434,1.7763568394002505e-15,203.33078368183703,81.66577428864295,regional-validated,BV,24882.803047458543,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Referral-omission benchmark,L878_s15_d0.35,F0,0.0,476.25,495.75,476.25,60.0,40.0,0.0,0.0,30.0,B,1830.0,8780.0,-6950.0,0.0,0.0021470746108427268,0.0021470746108427268,0.002898550724637681,0.0031615673644659155,0.002898550724637681,0.002898550724637681,-33.496178207192706,-16.444873859366613,0.0,0.0,10.5,regional-validated,B,-6950.0,0.0,17.445407407407433,954.5545925925926,17.445407407407433,60.0,40.0,0.0,0.0,30.0,B,1830.0,8780.0,-6950.0,0.0,0.14398003476851157,0.0010816018956715653,0.05147461406465061,0.1619961496911393,0.05147461406465061,0.05147461406465061,-51.264768162562774,-21.825726481398476,0.0,0.0,10.5
Referral-omission benchmark,L878_s15_d0.35,F1,31103.903487225332,707.7791053150186,264.22089468498143,707.7791053150186,26.336842931392567,39.99999999999999,580.9450962339154,0.0,30.0,BV,26784.30976886104,2970.5490376608464,23813.760731200193,0.6616686745260995,0.02213945275025859,0.03237281989369628,0.040121628356286784,0.036182022674958965,0.040121628356286784,0.03637547405245326,-7.105427357601002e-15,-10.5243953159385,7.105427357601002e-15,203.33078368187037,81.66577428865462,regional-validated,BV,23813.760731200193,0.0,44.36088291193295,927.639117088067,44.36088291193295,27.605451807129715,40.0,0.0,0.0,30.0,B,1489.857243974862,8780.0,-7290.142756025138,0.0,0.02953260263770585,0.001114033447254383,0.01145044437045143,0.033540258167363855,0.01145044437045143,0.01145044437045143,-0.5154636238140449,-6.006743775032204,0.0,0.0,10.5
Referral-omission benchmark,L878_s15_d0.5,F2,,716.0431181729119,255.95688182708807,716.0431181729119,13.19298581126263,80.0,557.277877948897,0.0,30.0,BV,26840.46235537271,3207.2212205110304,23633.24113486168,0.6347128450443018,0.02162554387201643,0.03235238262260284,0.04316515455861106,0.0367333479675303,0.04316515455861106,0.03706190486534216,-1.7763568394002505e-15,-48.242723643061524,1.7763568394002505e-15,195.04725728211392,112.52362864105696,regional-validated,BV,23633.24113486168,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Referral-omission benchmark,L878_s15_d0.5,F0,0.0,478.5,493.5,478.5,60.0,40.0,0.0,0.0,30.0,B,2100.0,8780.0,-6680.0,0.0,0.002157497303128371,0.002157497303128371,0.0032362459546925564,0.0032901833872707657,0.0032362459546925564,0.003236245954692556,-36.660787486515645,-25.483279395900755,0.0,0.0,15.0,regional-validated,B,-6680.0,0.0,17.445407407407433,954.5545925925926,17.445407407407433,60.0,40.0,0.0,0.0,30.0,B,2100.0,8780.0,-6680.0,0.0,0.4089298155272122,0.0010816018956715653,0.20554650965927765,0.4808710939079594,0.20554650965927765,0.20554650965927765,-90.12876191484662,-48.08177878799671,0.0,0.0,15.0
Referral-omission benchmark,L878_s15_d0.5,F1,29777.882762010046,716.0431181728704,255.95688182712956,716.0431181728704,25.107879428295035,39.99999999999999,557.2778779487576,0.0,30.0,BV,25819.185759629414,3207.221220512424,22611.96453911699,0.634712845044143,0.02162554387195922,0.03235238262250836,0.043165154558487975,0.03673334796743001,0.043165154558487975,0.03706190486524078,8.881784197001252e-15,-14.200170451558632,8.881784197001252e-15,195.04725728206515,112.52362864103257,regional-validated,BV,22611.96453911699,0.0,44.36088291193295,927.639117088067,44.36088291193295,27.605451807129715,40.0,0.0,0.0,30.0,B,1614.0817771069458,8780.0,-7165.918222893054,0.0,0.034058921286511334,0.001114033447254383,0.01814349409051005,0.040409144218189856,0.01814349409051005,0.01814349409051005,-2.7340650813808667,-10.897183114748227,0.0,0.0,15.0
Referral-omission benchmark,L878_s15_d0.65,F2,,723.751684647669,248.24831535233102,723.751684647669,12.579752896604205,80.0,535.2024833312684,0.0,30.0,BV,25895.382364930636,3427.9751666873162,22467.40719824332,0.6095700265731986,0.021145835137815316,0.03233373987536533,0.04607853271494529,0.037273321588046165,0.04607853271494529,0.037740687428780006,7.105427357601002e-15,-50.148324479887066,7.105427357601002e-15,187.32086916594392,141.25856495786354,regional-validated,BV,22467.40719824332,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Referral-omission benchmark,L878_s15_d0.65,F0,,480.75000000000006,491.24999999999994,480.75000000000006,60.0,40.0,0.0,0.0,30.0,B,2370.0,8780.0,-6410.0,0.0,0.0021680216802168017,0.0021680216802168026,0.0035772357723577236,0.003420054200542005,0.0035772357723577236,0.0035772357723577236,-39.82553929539296,-34.52205962059621,0.0,0.0,19.5,regional-validated,B,-6410.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Referral-omission benchmark,L878_s15_d0.65,F1,28531.504146660096,723.7516846512419,248.24831534875807,723.7516846512419,23.9850482122076,40.0,535.2024833322669,0.0,30.0,BV,24917.785623576456,3427.9751666773313,21489.810456899126,0.6095700265743358,0.021145835136765732,0.03233373987946611,0.04607853271836384,0.037273321588193076,0.04607853271836384,0.037740687429099744,2.6645352591003757e-15,-17.561766435641793,2.6645352591003757e-15,187.3208691662934,141.2585649580907,regional-validated,BV,21489.810456899126,0.0,44.36088291193295,927.639117088067,44.36088291193295,27.605451807129715,40.0,0.0,0.0,30.0,B,1738.3063102390295,8780.0,-7041.69368976097,0.0,0.04022383290015863,0.001114033447254383,0.027259524832357492,0.04976466659148376,0.027259524832357492,0.02725952483235749,-5.231169807064093,-16.0589963289046,0.0,0.0,19.5
Referral-omission benchmark,L878_s15_d0.8,F2,,730.9588023768559,241.04119762314406,730.9588023768559,12.01773662317821,80.0,514.5639901624736,0.0,30.0,BV,25011.602375722206,3634.360098375264,21377.242277346944,0.5860637701167125,0.020696694202801715,0.03231665036425575,0.048874005726497124,0.037802596207075705,0.048874005726497124,0.03841251954314416,-8.881784197001252e-16,-51.89781036030857,8.881784197001252e-16,180.09739655686576,168.07791724549259,regional-validated,BV,21377.242277346944,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Referral-omission benchmark,L878_s15_d0.8,F0,,483.0,489.0,483.0,60.0,40.0,0.0,0.0,30.0,B,2640.0,8780.0,-6140.0,0.0,0.002178649237472767,0.002178649237472767,0.00392156862745098,0.0035511982570806105,0.00392156862745098,0.003921568627450981,-42.99043572984749,-43.56122004357299,0.0,0.0,24.0,regional-validated,B,-6140.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Referral-omission benchmark,L878_s15_d0.8,F1,27357.21143397582,730.9588023729647,241.04119762703533,730.9588023729647,22.95523662423924,40.00000000000002,514.5639901489053,0.0,30.0,BV,24074.10237585788,3634.360098510947,20439.742277346933,0.5860637701012589,0.020696694197029186,0.03231665035523222,0.04887400571285557,0.037802596196528634,0.04887400571285557,0.038412519532441805,8.881784197001252e-16,-20.64781035912424,8.881784197001252e-16,180.09739655211683,168.07791724169348,regional-validated,BV,20439.742277346933,0.0,44.36088291193295,927.639117088067,44.36088291193295,27.605451807129715,40.0,0.0,0.0,30.0,B,1862.5308433711132,8780.0,-6917.469156628887,0.0,0.04911378373547484,0.001114033447254383,0.04040506043563426,0.06325555488794683,0.04040506043563426,0.04040506043563426,-8.191435516142269,-21.67211408754106,0.0,0.0,24.0
Referral-omission benchmark,L878_s30_d0.1,F2,,95.30987167020956,876.6901283297905,95.30987167020956,23.518995641156295,53.271671968598234,0.0,798.3910609378356,30.0,BF,46078.06943513643,796.0893906216438,45281.980044514785,0.9093292265806784,0.08018753891824748,0.020704333520248662,0.02872308741207341,0.09024061951247317,0.02872308741207341,0.028723087412073408,-1.5987211554602254e-14,-7.993605777301127e-15,7.993605777301127e-15,0.0,82.83910609378357,regional-validated,BF,45281.980044514785,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Referral-omission benchmark,L878_s30_d0.1,F0,19671.05789682589,90.53504407722356,881.4649559227764,90.53504407722356,60.0,40.0,0.0,836.3665696782438,30.0,BF,39852.86220519921,416.33430321756236,39436.52790198165,0.9525815144399131,0.256516341742706,0.06623224388381997,0.09188387805809058,0.2886756990630377,0.09188387805809058,0.09188387805809058,-56.22983027518308,-6.217248937900877e-14,6.217248937900877e-14,0.0,86.63665696782438,regional-validated,BF,39436.52790198165,0.0,52.33422222222225,919.6657777777777,52.33422222222225,60.0,40.0,0.0,485.0976786634958,30.0,BF,23694.493218520805,3929.023213365042,19765.470005155763,0.5525030508695852,1.212923423688533,0.0024717717540984887,0.12376411412295178,1.2562408636315658,0.12376411412295178,0.1237641141229518,-163.3474234531157,-1.1368683772161603e-13,1.1368683772161603e-13,0.0,51.509767866349584
Referral-omission benchmark,L878_s30_d0.1,F1,3014.407238779946,90.53504364479036,881.4649563552097,90.53504364479036,60.00000000000108,39.99999999999999,0.0,836.3665696782438,30.0,BF,39852.8622051993,416.33430321756236,39436.52790198174,0.9525815144399131,0.25651637019708745,0.06623224198686076,0.0918838790065695,0.2886757278493868,0.0918838790065695,0.09188387900656951,-56.22983346207489,-8.526512829121202e-14,8.526512829121202e-14,0.0,86.63665696782438,regional-validated,BF,39436.52790198174,0.0,101.39691264006078,870.6030873599392,101.39691264006078,28.880103376794477,40.0,0.0,830.3485056949542,30.0,BF,36898.63560625225,476.51494305045844,36422.12066320179,0.9457272274430002,0.06509542764548912,0.0975173861469715,0.10402692891152042,0.10150485276452126,0.10402692891152042,0.10402692891152042,-3.6707912730893018,-1.3500311979441904e-13,1.3500311979441904e-13,0.0,86.03485056949542
Referral-omission benchmark,L878_s30_d0.2,F2,,168.64709366152252,803.3529063384775,168.64709366152252,60.0,43.25156618802775,0.0,725.0538385780027,30.0,BF,41717.90713771694,1529.4616142199732,40188.445523496965,0.8258016384715292,0.05670115210312431,0.020704333362275416,0.03204456378290028,0.0679167494271394,0.03204456378290028,0.03204456378290028,-33.850529035549926,-7.105427357601002e-15,7.105427357601002e-15,0.0,151.01076771560054,regional-validated,BF,40188.445523496965,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Referral-omission benchmark,L878_s30_d0.2,F0,32870.333309529015,165.94541143591042,806.0545885640896,165.94541143591042,60.0,40.0,0.0,747.3864736582128,30.0,BF,40424.09663022707,1306.1352634178718,39117.9613668092,0.8512374415241604,0.09552816693305487,0.03488195869464043,0.05398759208125141,0.11442382416149287,0.05398759208125141,0.0539875920812514,-38.199154696502156,-2.1316282072803006e-14,2.1316282072803006e-14,0.0,155.4772947316426,regional-validated,BF,39117.9613668092,0.0,52.33422222222225,919.6657777777777,52.33422222222225,60.0,40.0,0.0,217.21980737548685,30.0,BF,12855.429983525315,6607.801926245131,6247.628057280184,0.24740296967595313,0.34598954471314136,0.0014871083239620722,0.07068501726659034,0.370729300756448,0.07068501726659034,0.07068501726659035,-66.25082900787183,6.217248937900877e-15,6.217248937900877e-15,0.0,49.443961475097375
Referral-omission benchmark,L878_s30_d0.2,F1,20373.973073594934,165.94541053671458,806.0545894632854,165.94541053671458,59.99999999999993,40.000000000000014,0.0,747.3864736582127,30.0,BF,40424.09663022706,1306.135263417873,39117.96136680919,0.8512374415241603,0.09552817513878471,0.03488195760054289,0.05398759262829984,0.11442383255868965,0.05398759262829984,0.05398759262829983,-38.199155615543816,1.687538997430238e-14,1.687538997430238e-14,0.0,155.47729473164256,regional-validated,BF,39117.96136680919,0.0,101.39691264006078,870.6030873599392,101.39691264006078,28.880103376794477,40.0,0.0,468.85215826281643,30.0,BF,22835.466710586094,4091.478417371836,18743.988293214257,0.5340001802537773,0.6148242787261876,0.002689973102229268,0.1256548288474668,0.6588034688228009,0.1256548288474668,0.1256548288474668,-65.2404225941275,-1.4210854715202004e-14,1.4210854715202004e-14,0.0,99.77043165256329
Referral-omission benchmark,L878_s30_d0.35,F2,,256.7599945217551,715.2400054782449,256.7599945217551,60.0,33.84148000207978,0.0,636.940937164249,30.0,BF,36576.02806806151,2410.5906283575096,34165.437439704,0.7254452587292131,0.04286204165613726,0.020704333124997854,0.035706047704645895,0.055359158352763324,0.035706047704645895,0.035706047704645895,-32.300548665487376,3.552713678800501e-15,3.552713678800501e-15,0.0,233.42932800748713,regional-validated,BF,34165.437439704,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Referral-omission benchmark,L878_s30_d0.35,F0,0.0,476.25,495.75,476.25,60.0,40.0,0.0,0.0,30.0,B,1830.0,8780.0,-6950.0,0.0,0.0021470746108427268,0.0021470746108427268,0.002898550724637681,0.0031615673644659155,0.002898550724637681,0.002898550724637681,-28.24617820719271,-1.444873859366613,0.0,0.0,10.5,regional-validated,B,-6950.0,0.0,52.33422222222225,919.6657777777777,52.33422222222225,60.0,40.0,0.0,0.0,30.0,B,1830.0,8780.0,-6950.0,0.0,0.02390387455246633,0.0011240176086100748,0.00949037370197329,0.027225505348156983,0.00949037370197329,0.00949037370197329,-30.921287344122348,-2.1258668407031727,0.0,0.0,10.5
Referral-omission benchmark,L878_s30_d0.35,F1,26532.45493353512,256.7599945217551,715.2400054782449,256.7599945217551,42.404228577370795,40.0,0.0,636.940937164249,30.0,BF,36576.02806806151,2410.5906283575096,34165.437439704,0.7254452587292131,0.04286204165613726,0.020704333124997854,0.035706047704645895,0.055359158352763324,0.035706047704645895,0.035706047704645895,-14.70477724285817,3.552713678800501e-15,3.552713678800501e-15,0.0,233.42932800748713,regional-validated,BF,34165.437439704,0.0,101.39691264006078,870.6030873599392,101.39691264006078,28.880103376794477,40.0,0.0,248.04905246942124,30.0,BF,13932.491981474672,6299.509475305787,7632.982506168884,0.282516005090457,0.2451134023131618,0.0016876098062259637,0.0874773006158326,0.27573045752870323,0.0874773006158326,0.0874773006158326,-23.832804435868592,3.197442310920451e-14,3.197442310920451e-14,0.0,97.31716836429742
Referral-omission benchmark,L878_s30_d0.5,F2,,326.4906306237967,645.5093693762033,326.4906306237967,60.0,24.51345844807797,0.0,567.2103010622073,30.0,BF,32555.998931718776,3107.8969893779267,29448.10194234085,0.6460253998430607,0.03586095690932845,0.020704333124997854,0.03863481157966208,0.04938314096221018,0.03863481157966208,0.03863481157966208,-31.516427173844782,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,298.6051505311037,regional-validated,BF,29448.10194234085,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Referral-omission benchmark,L878_s30_d0.5,F0,0.0,478.5,493.5,478.5,60.0,40.0,0.0,0.0,30.0,B,2100.0,8780.0,-6680.0,0.0,0.002157497303128371,0.002157497303128371,0.0032362459546925564,0.0032901833872707657,0.0032362459546925564,0.003236245954692556,-31.41078748651564,-10.483279395900755,0.0,0.0,15.0,regional-validated,B,-6680.0,0.0,52.33422222222225,919.6657777777777,52.33422222222225,60.0,40.0,0.0,0.0,30.0,B,2100.0,8780.0,-6680.0,0.0,0.026785076545796507,0.0011240176086100748,0.014516555881508329,0.03186587110432442,0.014516555881508329,0.014516555881508329,-34.591008308813095,-11.688799244811097,0.0,0.0,15.0
Referral-omission benchmark,L878_s30_d0.5,F1,26817.6921005396,326.4906307249086,645.5093692750913,326.4906307249086,29.026917341626,39.99999999999999,0.0,567.2102990003174,30.0,BF,32555.99895233767,3107.8970099968265,29448.101942340843,0.6460253974946667,0.035860955453493985,0.020704332284472327,0.03863481001121932,0.04938313895742075,0.03863481001121932,0.038634810011219316,-0.5433443524173232,-8.881784197001252e-15,8.881784197001252e-15,0.0,298.6051495001587,regional-validated,BF,29448.101942340843,0.0,101.39691264006078,870.6030873599392,101.39691264006078,28.880103376794477,40.0,0.0,151.72564321374935,30.0,BF,9893.15340966375,7262.743567862507,2630.4098418012427,0.1728082496739742,0.09492988021934189,0.0014516370197596212,0.048916577129430566,0.11205068221464258,0.048916577129430566,0.048916577129430566,-7.012249961360769,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,90.86282160687468
Referral-omission benchmark,L878_s30_d0.65,F2,,383.1514816452623,588.8485183547377,383.1514816452623,28.97736033821679,35.396672035000336,0.0,510.5494500407421,30.0,BF,29315.054128188025,3674.505499592579,25640.548628595447,0.581491400957565,0.03145213983735019,0.020704333124998003,0.041148224019275634,0.04585401824409666,0.041148224019275634,0.04114822401927563,-1.4210854715202004e-14,-8.881784197001252e-15,8.881784197001252e-15,0.0,351.3571425264824,regional-validated,BF,25640.548628595447,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Referral-omission benchmark,L878_s30_d0.65,F0,0.0,480.75000000000006,491.24999999999994,480.75000000000006,60.0,40.0,0.0,0.0,30.0,B,2370.0,8780.0,-6410.0,0.0,0.0021680216802168017,0.0021680216802168026,0.0035772357723577236,0.003420054200542005,0.0035772357723577236,0.0035772357723577236,-34.57553929539296,-19.522059620596206,0.0,0.0,19.5,regional-validated,B,-6410.0,0.0,52.33422222222225,919.6657777777777,52.33422222222225,60.0,40.0,0.0,0.0,30.0,B,2370.0,8780.0,-6410.0,0.0,0.030456028263194202,0.0011240176086100748,0.020920435979686305,0.037778180856084406,0.020920435979686305,0.020920435979686305,-38.40318700101022,-21.40603381580703,0.0,0.0,19.5
Referral-omission benchmark,L878_s30_d0.65,F1,29112.613819259102,724.3248840923445,247.67511590765548,724.3248840923445,28.089316044241084,40.0,537.2964097732548,0.0,30.0,BV,27795.67573420451,3407.035902267452,24388.639831937056,0.611954908625575,0.02207820311261789,0.0337594080233224,0.048110240046524026,0.0389167871289013,0.048110240046524026,0.03940295905380193,8.881784197001252e-16,-5.5369291632734505,8.881784197001252e-16,188.05374342063917,141.73493322341545,regional-validated,BV,24388.639831937056,0.0,101.39691264006078,870.6030873599392,101.39691264006078,28.880103376794477,40.0,38.5677273209866,0.0,30.0,BV,3670.3487394680897,8394.322726790135,-4723.973987322045,0.043926796493151024,0.028939349107396192,0.0012090372397950606,0.020019614159602586,0.0359462140632571,0.020019614159602586,0.028977950482448656,-8.881784197001252e-16,-1.0819700662204226,8.881784197001252e-16,13.498704562345308,28.274157965524452
Referral-omission benchmark,L878_s30_d0.8,F2,,731.5468435927997,240.45315640720025,731.5468435927997,15.951634749385567,80.0,516.6174881457897,0.0,30.0,BV,27796.472551407096,3613.825118542103,24182.647432864993,0.5884026060885987,0.021609259365598515,0.033741566294800504,0.051028973787279316,0.039469400191146274,0.051028973787279316,0.04010382410806183,0.0,-40.36608057619257,0.0,180.8161208510264,168.6528966808211,regional-validated,BV,24182.647432864993,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Referral-omission benchmark,L878_s30_d0.8,F0,0.0,483.0,489.0,483.0,60.0,40.0,0.0,0.0,30.0,B,2640.0,8780.0,-6140.0,0.0,0.002178649237472767,0.002178649237472767,0.00392156862745098,0.0035511982570806105,0.00392156862745098,0.003921568627450981,-37.74043572984749,-28.561220043572984,0.0,0.0,24.0,regional-validated,B,-6140.0,0.0,52.33422222222225,919.6657777777777,52.33422222222225,60.0,40.0,0.0,0.0,30.0,B,2640.0,8780.0,-6140.0,0.0,0.03529301041535948,0.0011240176086100748,0.029358425940897662,0.04556845949467366,0.029358425940897662,0.029358425940897662,-42.425698208532204,-31.351088691462703,0.0,0.0,24.0
Referral-omission benchmark,L878_s30_d0.8,F1,29217.844868283915,731.5468435932879,240.45315640671208,731.5468435932879,26.88913474958729,40.000000000000014,516.6174881434233,0.0,30.0,BV,26858.972551430757,3613.825118565767,23245.14743286499,0.5884026060859036,0.021609259363956104,0.03374156629441334,0.051028973785578226,0.03946940018890848,0.051028973785578226,0.04010382410585624,1.0658141036401503e-14,-9.116080576141758,1.0658141036401503e-14,180.81612085019816,168.6528966801585,regional-validated,BV,23245.14743286499,0.0,101.39691264006078,870.6030873599392,101.39691264006078,28.880103376794477,40.0,14.994785642477272,0.0,30.0,BV,2657.3547081562992,8630.052143575227,-5972.697435418928,0.017078343556352245,0.017181071669965447,0.001197095971034443,0.014941953307006801,0.02241075532741783,0.014941953307006801,0.017430976950591794,4.440892098500626e-16,-4.844618846198277,4.440892098500626e-16,5.2481749748670445,28.198539979893635
Workload-matched referral-omission benchmark,L572_s15_d0.1,F0,0.0,472.50000000000006,499.49999999999994,472.50000000000006,60.0,40.0,0.0,0.0,30.0,B,1380.0,5720.0,-4340.0,0.0,0.0021299254526091584,0.002129925452609159,0.0023429179978700747,0.0029499467518636843,0.0023429179978700747,0.002342917997870075,-28.222140575079866,-1.3816826411075613,0.0,0.0,3.0,regional-validated,B,-4340.0,0.0,27.199413329010465,944.8005866709896,27.199413329010465,60.0,40.0,0.0,0.0,30.0,B,1380.0,5720.0,-4340.0,0.0,0.04132331583432196,0.0010931344104610338,0.00522546599389323,0.04315222893218459,0.00522546599389323,0.00522546599389323,-32.704475074849704,-1.6464677183018597,0.0,0.0,3.0
