group,label,regime,demand,required,d1,d2,gamma,dE,value,premium,travel,preference,cost_on,cost_off,capacity,cap_on,cap_off,penalty,followup_fee,copay,revenue_E,elasticity,recurrent,servers,nu,mu_on,mu_off,decision,p_on,p_off,flow_on,flow_off,required_actual,region,gross,objective,access,wait_on,wait_off,wait_E,wait_initial_on,wait_initial_off,exposure,utility_on,utility_off,residual,referral_forward,referral_reverse,regional_support,regional_target_v,regional_target_f,regional_nfev,solver,search_best,search_spread,regional_candidates
pathway,recurrent_d0.7,dual,878.0,30.0,0.35,0.7,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,4203.755919839894,1.0,1.0,1.0,0.0,True,0,54.0,683.9136144869199,288.08638551308013,683.9136144869199,2.848612651000531,80.0,457.6244080160106,0.0,30.0,BV,21956.15757377529,17752.401653935398,0.5212123098132239,0.02001040492203318,0.027618571389995874,0.05513358256346901,0.03930715881924733,0.05513358256346901,0.04028084410759956,-5.329070518200751e-15,-78.31491999351933,5.329070518200751e-15,160.1685428056037,133.11797996392258,,,,,,17752.40175393539,3.641744115157053e-06,
pathway,staged_d0.1,dual,878.0,30.0,0.35,0.1,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,866.887463318335,1.0,1.0,1.0,0.0,False,0,54.0,96.20004703025167,875.7999529697483,96.20004703025167,60.0,35.12071096967096,0.0,791.3112536681665,30.0,BF,33772.90267822678,32906.015214908446,0.9012656647701213,0.07107865292895833,0.0183524292709804,0.025460294563876235,0.07998975602631501,0.025460294563876235,0.025460294563876235,-35.46080912804333,0.0,0.0,0.0,82.13112536681666,BF,0.0,791.3112536681665,922.0,regional,32906.015214908446,0.0,"{'B': -6200.0, 'BF': 32906.015214908446, 'BV': 27177.17327862021}"
pathway,staged_d0.4,dual,878.0,30.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3051.313155572218,1.0,1.0,1.0,0.0,False,0,54.0,710.5991350867232,261.4008649132768,710.5991350867232,13.633785291966518,80.0,572.8686844427782,0.0,30.0,BV,27507.74884227133,24456.43568669911,0.6524700278391551,0.021964102615640694,0.032365784782196746,0.04115142582845303,0.03636710165559925,0.04115142582845303,0.03660517958017792,-8.881784197001252e-16,-46.874957757376364,8.881784197001252e-16,200.50403955497237,92.20161582198894,BV,572.8686844427782,0.0,241.0,regional,24456.43568669911,0.0,"{'B': -5660.0, 'BF': 22889.564446156863, 'BV': 24456.43568669911}"
pathway,staged_d0.7,dual,878.0,30.0,0.35,0.7,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3498.296114514247,1.0,1.0,1.0,0.0,False,0,54.0,726.2073124975882,245.7926875024118,726.2073124975882,12.387045967412897,80.0,528.1703885485753,0.0,30.0,BV,25594.275092239805,22095.978977725557,0.6015608070029331,0.020992888578237556,0.03232788073505943,0.04702290273982572,0.03745090453717655,0.04702290273982572,0.037965371001128866,5.329070518200751e-15,-50.74785860521284,5.329070518200751e-15,184.85963599200133,150.40174519440092,BV,528.1703885485754,0.0,243.0,regional,22095.978977725557,0.0,"{'B': -5120.0, 'BF': 16712.740934941154, 'BV': 22095.978977725557}"
payment,fee0.5_copay0.3,dual,878.0,30.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2300.8913475072304,0.5,0.3,1.0,0.0,False,0,54.0,277.1536509337517,694.8463490662483,277.1536509337517,59.999999919182706,79.9999999990176,0.0,647.910865249277,30.0,BF,62367.79959131012,60066.908243802885,0.7379394820606799,0.16696428512310665,0.0590476192358841,0.12583333328512675,0.211005951772901,0.12583333328512675,0.12583333328512677,9.040568826890194e-08,4.618527782440651e-14,9.040568826890194e-08,0.0,271.1643460997108,,,,,,60066.908243802885,7.056901813484728e-05,
payment,fee0.5_copay1,dual,878.0,30.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3049.4149340288013,0.5,1.0,1.0,0.0,False,0,54.0,710.6479522478156,261.3520477521844,710.6479522478156,27.59348516279878,80.0,573.0585065971198,0.0,30.0,BV,27507.949100483947,24458.534166455145,0.6526862261926194,0.02204524557391914,0.032486971444342184,0.041305069673909844,0.03650201995978758,0.041305069673909844,0.03674095447417945,-4.440892098500626e-15,-46.964135236920825,4.440892098500626e-15,200.57047730899194,92.22819092359677,,,,,,24458.534266455143,1568.9698203213447,
payment,fee0_copay0.3,dual,878.0,30.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2273.4287059684048,0.0,0.3,1.0,0.0,False,0,54.0,277.15368149142046,694.8463185085795,277.15368149142046,59.999999917504454,79.999999990707,0.0,650.6571294031595,30.0,BF,54452.57034592741,52179.141639959,0.7410673455616851,0.2044642842162422,0.07047619089226291,0.1522619045787598,0.2577559508188081,0.1522619045787598,0.1522619045787598,1.915538092589486e-07,8.526512829121202e-14,1.915538092589486e-07,0.0,272.2628517612638,,,,,,52179.141639959,8.69246432557702e-05,
payment,fee0_copay1,dual,878.0,30.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3047.1349230704755,0.0,1.0,1.0,0.0,False,0,54.0,710.7055859590394,261.29441404096065,710.7055859590394,43.50385354173917,80.0,573.2865076929525,0.0,30.0,BV,27340.17226812933,24293.037345058852,0.6529459085341144,0.022143996248035428,0.03263267036244345,0.041490268861657624,0.0366655903496156,0.041490268861657624,0.03690551011164503,-7.105427357601002e-15,-41.474339652802485,7.105427357601002e-15,200.65027769253334,92.26011107701333,,,,,,24293.0374450588,1403.4729989942716,
payment,fee1_copay0.3,dual,878.0,30.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2342.3152701260506,1.0,0.3,1.0,0.0,False,0,54.0,277.23152721792286,694.7684727820772,277.23152721792286,59.9999999929712,79.99999997219027,0.0,643.768472987395,30.0,BF,70071.92117005744,67729.60589993138,0.7332214954298348,0.12946428417344,0.047619048084620745,0.09940476175399675,0.16425595078733884,0.09940476175399675,0.09940476175399675,1.7468335755665976e-07,-2.1316282072803006e-14,1.7468337887294183e-07,0.0,269.50738919495797,,,,,,67729.60589993138,7.095167529769242e-05,
payment,fee1_copay1,dual,878.0,30.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3051.313155572218,1.0,1.0,1.0,0.0,False,0,54.0,710.5991350867232,261.4008649132768,710.5991350867232,13.633785291966518,80.0,572.8686844427782,0.0,30.0,BV,27507.74884227133,24456.43568669911,0.6524700278391551,0.021964102615640694,0.032365784782196746,0.04115142582845303,0.03636710165559925,0.04115142582845303,0.03660517958017792,-8.881784197001252e-16,-46.874957757376364,8.881784197001252e-16,200.50403955497237,92.20161582198894,BV,572.8686844427782,0.0,241.0,regional,24456.43568669911,0.0,"{'B': -5660.0, 'BF': 22889.564446156863, 'BV': 24456.43568669911}"
referral,L572_s15_d0,dual,572.0,30.0,0.35,0.0,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,670.4593911133375,301.54060888666254,670.4593911133375,18.288260325963954,80.0,572.0,0.0,30.0,V,28876.88490645138,28876.88490645138,1.0,0.010156471502539472,0.014017261915842079,0.014017261915842079,0.0150625131730842,0.014017261915842079,0.015010424239999045,-1.3489988903714334e-07,-37.354900001861466,1.3489988903714334e-07,200.2,0.0,V,,,,regional-validated,28876.88490645138,0.0,
referral,L572_s15_d0,fixed,572.0,30.0,0.35,0.0,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,157.0006666666667,814.9993333333333,157.0006666666667,60.0,40.0,0.0,572.0,30.0,F,24080.0,24080.0,1.0,0.006369399705309106,0.004694850375118545,0.004694850375118545,0.008012597336600596,0.004694850375118545,0.004694850375118545,-26.73942996905159,4.211265136980084,0.0,0.0,0.0,F,,,,regional-validated,24080.0,0.0,
referral,L572_s15_d0,online,572.0,30.0,0.35,0.0,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,708.2000001935394,263.7999998064606,708.2000001935394,31.677679873614032,40.0,572.0,0.0,30.0,V,27327.632887707226,27327.632887707226,1.0,0.007342143895587416,0.02976190493333632,0.02976190493333632,0.01775881062225513,0.02976190493333632,0.018356971468322297,1.7763568394002505e-15,-2.8800501539194556e-08,0.0,200.2,0.0,V,,,,regional-validated,27327.632887707226,0.0,
referral,L572_s15_d0.1,dual,572.0,30.0,0.35,0.1,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,680.7453486995073,291.2546513004927,680.7453486995073,17.32821558447292,80.0,572.0,0.0,30.0,V,28726.634837073078,28726.634837073078,1.0,0.011665161065781086,0.01637876850820586,0.017545284614783968,0.017806010680955473,0.017545284614783968,0.017793017687624667,-1.8895732223356276e-07,-39.615104471762635,1.8895732223356276e-07,200.2,23.02,V,,,,regional-validated,28726.634837073078,0.0,
referral,L572_s15_d0.1,fixed,572.0,30.0,0.35,0.1,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,5720.0,1.0,1.0,1.0,0.0,False,0,54.0,472.50000000000006,499.49999999999994,472.50000000000006,60.0,40.0,0.0,0.0,30.0,B,1380.0,-4340.0,0.0,0.0021299254526091584,0.002129925452609159,0.0023429179978700747,0.0029499467518636843,0.0023429179978700747,0.002342917997870075,-28.222140575079866,-1.3816826411075613,0.0,0.0,3.0,B,,,,regional-validated,-4340.0,0.0,
referral,L572_s15_d0.1,online,572.0,30.0,0.35,0.1,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,680.7453486992508,291.2546513007492,680.7453486992508,30.854785632782097,39.99999999999999,572.0,0.0,30.0,V,27567.214547218,27567.214547218,1.0,0.011665161065815985,0.01637876850813706,0.017545284614718656,0.017806010680967516,0.017545284614718656,0.01779301768763285,-1.8895730757861884e-07,-0.9677614765823659,1.8895730757861884e-07,200.2,23.02,V,,,,regional-validated,27567.214547218,0.0,
referral,L572_s15_d0.2,dual,572.0,30.0,0.35,0.2,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,690.8200012330086,281.1799987669914,690.8200012330086,16.308411497065794,80.0,572.0,0.0,30.0,V,28495.250641646544,28495.250641646544,1.0,0.0137400382393297,0.01961553597854305,0.022363543626408987,0.021567278508572846,0.022363543626408987,0.021606959494511527,-1.7763568394002505e-15,-41.86486920036937,1.7763568394002505e-15,200.2,46.04,V,,,,regional-validated,28495.250641646544,0.0,
referral,L572_s15_d0.2,fixed,572.0,30.0,0.35,0.2,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,5720.0,1.0,1.0,1.0,0.0,False,0,54.0,474.00000000000006,497.99999999999994,474.00000000000006,60.0,40.0,0.0,0.0,30.0,B,1560.0,-4160.0,0.0,0.0021367521367521365,0.002136752136752137,0.0025641025641025645,0.003034188034188034,0.0025641025641025645,0.002564102564102564,-30.331709401709404,-7.406837606837607,0.0,0.0,6.0,B,,,,regional-validated,-4160.0,0.0,
referral,L572_s15_d0.2,online,572.0,30.0,0.35,0.2,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,690.8200012330019,281.1799987669981,690.8200012330019,29.3925236465985,40.0,572.0,0.0,30.0,V,27373.75531454374,27373.75531454374,1.0,0.013740038239330966,0.019615535978540467,0.022363543626406662,0.021567278508573297,0.022363543626406662,0.02160695949451184,-1.7763568394002505e-15,-4.481691630275513,1.7763568394002505e-15,200.2,46.04,V,,,,regional-validated,27373.75531454374,0.0,
referral,L572_s15_d0.35,dual,572.0,30.0,0.35,0.35,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,705.5603860274382,266.4396139725618,705.5603860274382,14.481033698395978,80.0,572.0,0.0,30.0,V,27865.888160562266,27865.888160562266,1.0,0.018871347709794095,0.02759411291624498,0.034199084614672914,0.030841027324929614,0.034199084614672914,0.031008372372591242,-3.1086244689504383e-15,-45.44392959459167,3.1086244689504383e-15,200.2,80.57,V,,,,regional-validated,27865.888160562266,0.0,
referral,L572_s15_d0.35,fixed,572.0,30.0,0.35,0.35,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,5720.0,1.0,1.0,1.0,0.0,False,0,54.0,476.25,495.75,476.25,60.0,40.0,0.0,0.0,30.0,B,1830.0,-3890.0,0.0,0.0021470746108427268,0.0021470746108427268,0.002898550724637681,0.0031615673644659155,0.002898550724637681,0.002898550724637681,-33.496178207192706,-16.444873859366613,0.0,0.0,10.5,B,,,,regional-validated,-3890.0,0.0,
referral,L572_s15_d0.35,online,572.0,30.0,0.35,0.35,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,705.5603863754345,266.4396136245655,705.5603863754345,26.953194054743417,40.0,572.0,0.0,30.0,V,26796.845844303913,26796.845844303913,1.0,0.018871347585862945,0.027594113181221586,0.03419908483627362,0.03084102727855871,0.03419908483627362,0.03100837233957441,-1.0658141036401503e-14,-9.809185758971253,1.0658141036401503e-14,200.2,80.57,V,,,,regional-validated,26796.845844303913,0.0,
referral,L572_s15_d0.5,dual,572.0,30.0,0.35,0.5,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,147.22123596893994,1.0,1.0,1.0,0.0,False,0,54.0,716.0431177696241,255.95688223037587,716.0431177696241,13.19298593473582,80.0,557.277876403106,0.0,30.0,BV,26840.46237083061,26693.24113486167,0.9742620216837518,0.021625543211199215,0.0323523816342108,0.043165153239810405,0.03673334684513286,0.043165153239810405,0.03706190373377663,0.0,-48.242723501742475,0.0,195.0472567410871,112.52362837054355,BV,,,,regional-validated,26693.24113486167,0.0,
referral,L572_s15_d0.5,fixed,572.0,30.0,0.35,0.5,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,5720.0,1.0,1.0,1.0,0.0,False,0,54.0,478.5,493.5,478.5,60.0,40.0,0.0,0.0,30.0,B,2100.0,-3620.0,0.0,0.002157497303128371,0.002157497303128371,0.0032362459546925564,0.0032901833872707657,0.0032362459546925564,0.003236245954692556,-36.660787486515645,-25.483279395900755,0.0,0.0,15.0,B,,,,regional-validated,-3620.0,0.0,
referral,L572_s15_d0.5,online,572.0,30.0,0.35,0.5,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,147.22123597152176,1.0,1.0,1.0,0.0,False,0,54.0,716.0431177695536,255.95688223044635,716.0431177695536,25.107879551777717,40.0,557.2778764028478,0.0,30.0,BV,25819.185775088514,25671.96453911699,0.9742620216833003,0.021625543211090326,0.03235238163404242,0.043165153239587584,0.03673334684494598,0.043165153239587584,0.037061903733588066,8.881784197001252e-16,-14.20017031022904,8.881784197001252e-16,195.04725674099672,112.52362837049836,BV,,,,regional-validated,25671.96453911699,0.0,
referral,L572_s15_d0.65,dual,572.0,30.0,0.35,0.65,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,367.97518416685534,1.0,1.0,1.0,0.0,False,0,54.0,723.7516841708054,248.24831582919455,723.7516841708054,12.579753034695734,80.0,535.2024815833145,0.0,30.0,BV,25895.382382410182,25527.407198243327,0.9356686740967036,0.02114583439163994,0.03233373873721638,0.04607853109178234,0.03727332027376376,0.04607853109178234,0.03774068609954812,3.552713678800501e-15,-50.14832432411597,3.552713678800501e-15,187.32086855416006,141.25856456020404,BV,,,,regional-validated,25527.407198243327,0.0,
referral,L572_s15_d0.65,fixed,572.0,30.0,0.35,0.65,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,5720.0,1.0,1.0,1.0,0.0,False,0,54.0,480.75000000000006,491.24999999999994,480.75000000000006,60.0,40.0,0.0,0.0,30.0,B,2370.0,-3350.0,0.0,0.0021680216802168017,0.0021680216802168026,0.0035772357723577236,0.003420054200542005,0.0035772357723577236,0.0035772357723577236,-39.82553929539296,-34.52205962059621,0.0,0.0,19.5,B,,,,regional-validated,-3350.0,0.0,
referral,L572_s15_d0.65,online,572.0,30.0,0.35,0.65,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,367.9751842923679,1.0,1.0,1.0,0.0,False,0,54.0,723.751684169036,248.24831583096397,723.751684169036,23.985048351369585,40.0,535.2024815707632,0.0,30.0,BV,24917.785641191498,24549.81045689913,0.9356686740747608,0.021145834385542125,0.0323337387307738,0.04607853108137618,0.03727332026402379,0.04607853108137618,0.037740686089783176,1.7763568394002505e-15,-17.561766278427694,1.7763568394002505e-15,187.3208685497671,141.25856455734862,BV,,,,regional-validated,24549.81045689913,0.0,
referral,L572_s15_d0.8,dual,572.0,30.0,0.35,0.8,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,574.3600942427236,1.0,1.0,1.0,0.0,False,0,54.0,730.958802495498,241.04119750450195,730.958802495498,12.017736590861672,80.0,514.5639905757276,0.0,30.0,BV,25011.60237158966,24437.242277346937,0.8995873961114119,0.020696694378564903,0.03231665063921746,0.04887400614206938,0.037802596528289184,0.04887400614206938,0.038412519869093005,9.769962616701378e-15,-51.89781039639729,9.769962616701378e-15,180.09739670150466,168.07791736120373,BV,,,,regional-validated,24437.242277346937,0.0,
referral,L572_s15_d0.8,fixed,572.0,30.0,0.35,0.8,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,5720.0,1.0,1.0,1.0,0.0,False,0,54.0,483.0,489.0,483.0,60.0,40.0,0.0,0.0,30.0,B,2640.0,-3080.0,0.0,0.002178649237472767,0.002178649237472767,0.00392156862745098,0.0035511982570806105,0.00392156862745098,0.003921568627450981,-42.99043572984749,-43.56122004357299,0.0,0.0,24.0,B,,,,regional-validated,-3080.0,0.0,
referral,L572_s15_d0.8,online,572.0,30.0,0.35,0.8,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,574.3600942563944,1.0,1.0,1.0,0.0,False,0,54.0,730.9588024957408,241.04119750425923,730.9588024957408,22.95523659096858,40.00000000000001,514.5639905743606,0.0,30.0,BV,24074.10237160333,23499.742277346937,0.8995873961090219,0.02069669437771137,0.03231665063897124,0.04887400614114033,0.03780259652711049,0.04887400614114033,0.03841251986792959,5.329070518200751e-15,-20.647810396364974,5.329070518200751e-15,180.09739670102618,168.07791736082095,BV,,,,regional-validated,23499.742277346937,0.0,
referral,L572_s30_d0,dual,572.0,30.0,0.35,0.0,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,0.001,971.999,0.001,-0.0,59.54594471876951,0.0,572.0,30.0,F,35846.65872069925,35846.65872069925,1.0,1000.0,0.002702710007324344,0.002702710007324344,1000.0009459485026,0.002702710007324344,0.002702710007324344,-111967.5,-1.6653345369377348e-15,1.6653345369377348e-15,0.0,0.0,F,,,,regional-validated,35846.65872069925,0.0,
referral,L572_s30_d0,fixed,572.0,30.0,0.35,0.0,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,157.0006666666667,814.9993333333333,157.0006666666667,60.0,40.0,0.0,572.0,30.0,F,24080.0,24080.0,1.0,0.006369399705309106,0.004694850375118545,0.004694850375118545,0.008012597336600596,0.004694850375118545,0.004694850375118545,-21.48942996905159,19.211265136980085,0.0,0.0,0.0,F,,,,regional-validated,24080.0,0.0,
referral,L572_s30_d0,online,572.0,30.0,0.35,0.0,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,733.3999998494282,238.60000015057176,733.3999998494282,31.806071995956735,40.0,571.9999996451338,3.5486618799041025e-07,30.0,VF,27401.073179626874,27401.073179626874,1.0,0.006195786857089438,0.11904762018269932,0.11904762018269932,0.04786245392103419,0.11904762018269932,0.05140988749763082,-1.9069347079181398e-07,-1.9069348411449027e-07,1.9069347079181398e-07,200.19999987579683,0.0,VF,,,,regional-validated,27401.073179626874,0.0,
referral,L572_s30_d0.1,dual,572.0,30.0,0.35,0.1,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,123.77502496302851,848.2249750369715,123.77502496302851,60.0,53.14152753849713,0.0,572.0,30.0,F,35603.19957817527,35603.19957817527,1.0,0.015729447225251443,0.004061326434695939,0.005634271157221083,0.01770144213027882,0.005634271157221083,0.005634271157221083,-29.26169815518526,-1.8844886340296796e-07,1.8844886340296796e-07,0.0,60.2,F,,,,regional-validated,35603.19957817527,0.0,
referral,L572_s30_d0.1,fixed,572.0,30.0,0.35,0.1,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,159.5006666666667,812.4993333333333,159.5006666666667,60.0,40.0,0.0,572.0,30.0,F,27692.0,27692.0,1.0,0.010070425844740886,0.004750608869703467,0.005757651454177556,0.012085603853703029,0.005757651454177556,0.005757651454177556,-24.046699565460923,13.08910894042872,0.0,0.0,60.2,F,,,,regional-validated,27692.0,0.0,
referral,L572_s30_d0.1,online,572.0,30.0,0.35,0.1,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,731.770149337964,240.22985066203603,731.770149337964,31.680988195119525,40.0,572.0,0.0,30.0,V,28058.82159586002,28058.82159586002,1.0,0.007312606273859361,0.09970238178970074,0.10043364241708667,0.042464381119839696,0.10043364241708667,0.045353214739303836,-1.5044888801440948e-07,-1.5044890133708577e-07,1.5044888801440948e-07,200.2,23.02,V,,,,regional-validated,28058.82159586002,0.0,
referral,L572_s30_d0.2,dual,572.0,30.0,0.35,0.2,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,187.16273439468318,784.8372656053168,187.16273439468318,60.0,46.745633769421,0.0,572.0,30.0,F,35364.87152919144,35364.87152919144,1.0,0.014978415864279483,0.005469344538102305,0.008465027710958202,0.017941175563114854,0.008465027710958202,0.008465027710958202,-29.17758263531302,-1.671820455406703e-07,1.671820455406703e-07,0.0,120.4,F,,,,regional-validated,35364.87152919144,0.0,
referral,L572_s30_d0.2,fixed,572.0,30.0,0.35,0.2,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,162.0006666666667,809.9993333333333,162.0006666666667,60.0,40.0,0.0,572.0,30.0,F,31304.0,31304.0,1.0,0.024038076312879592,0.004807707717011914,0.009615322979587834,0.027403439355735335,0.009615322979587834,0.009615322979587834,-27.863416279095794,6.653852194133496,0.0,0.0,120.4,F,,,,regional-validated,31304.0,0.0,
referral,L572_s30_d0.2,online,572.0,30.0,0.35,0.2,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,245.19999999999996,726.8000000000001,245.19999999999996,60.0,40.0,0.0,572.0,30.0,F,31304.0,31304.0,1.0,0.008012820512820516,0.008012820512820509,0.009615384615384612,0.011378205128205131,0.009615384615384612,0.009615384615384612,-26.13141025641026,6.474358974358975,0.0,0.0,120.4,F,,,,regional-validated,31304.0,0.0,
referral,L572_s30_d0.35,dual,572.0,30.0,0.35,0.35,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,262.5859275441005,709.4140724558995,262.5859275441005,30.341418689675884,47.06095924974049,0.0,572.0,30.0,F,34723.63438625848,34723.63438625848,1.0,0.019273048538065517,0.009309767120230596,0.016055334108553525,0.024892415476059252,0.016055334108553525,0.016055334108553528,-1.8544550561827577e-07,-1.7001796059901153e-07,1.7001796059901153e-07,0.0,210.7,F,,,,regional-validated,34723.63438625848,0.0,
referral,L572_s30_d0.35,fixed,572.0,30.0,0.35,0.35,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,5720.0,1.0,1.0,1.0,0.0,False,0,54.0,476.25,495.75,476.25,60.0,40.0,0.0,0.0,30.0,B,1830.0,-3890.0,0.0,0.0021470746108427268,0.0021470746108427268,0.002898550724637681,0.0031615673644659155,0.002898550724637681,0.002898550724637681,-28.24617820719271,-1.444873859366613,0.0,0.0,10.5,B,,,,regional-validated,-3890.0,0.0,
referral,L572_s30_d0.35,online,572.0,30.0,0.35,0.35,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,262.5859275441005,709.4140724558995,262.5859275441005,50.515587974648696,40.0,0.0,572.0,30.0,F,34723.634386258476,34723.634386258476,1.0,0.019273048538065517,0.009309767120230596,0.016055334108553525,0.024892415476059252,0.016055334108553525,0.016055334108553528,-20.174169470418317,-1.7001795349358417e-07,1.7001795349358417e-07,0.0,210.7,F,,,,regional-validated,34723.634386258476,0.0,
referral,L572_s30_d0.5,dual,572.0,30.0,0.35,0.5,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,47.8969891024758,1.0,1.0,1.0,0.0,False,0,54.0,326.49063062244625,645.5093693775538,326.49063062244625,60.0,24.513458445102415,0.0,567.2103010897524,30.0,BF,32555.998931443322,32508.101942340847,0.9916264005065601,0.03586095692877671,0.020704333136226674,0.03863481160061503,0.04938314098899197,0.03863481160061503,0.03863481160061503,-31.516427176022987,7.993605777301127e-15,7.993605777301127e-15,0.0,298.6051505448762,BF,,,,regional-validated,32508.101942340847,0.0,
referral,L572_s30_d0.5,fixed,572.0,30.0,0.35,0.5,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,5720.0,1.0,1.0,1.0,0.0,False,0,54.0,478.5,493.5,478.5,60.0,40.0,0.0,0.0,30.0,B,2100.0,-3620.0,0.0,0.002157497303128371,0.002157497303128371,0.0032362459546925564,0.0032901833872707657,0.0032362459546925564,0.003236245954692556,-31.41078748651564,-10.483279395900755,0.0,0.0,15.0,B,,,,regional-validated,-3620.0,0.0,
