group,label,regime,demand,required,d1,d2,gamma,dE,value,premium,travel,preference,cost_on,cost_off,capacity,cap_on,cap_off,penalty,followup_fee,copay,revenue_E,elasticity,recurrent,servers,nu,mu_on,mu_off,decision,p_on,p_off,flow_on,flow_off,required_actual,region,gross,objective,access,wait_on,wait_off,wait_E,wait_initial_on,wait_initial_off,exposure,utility_on,utility_off,residual,referral_forward,referral_reverse,regional_support,regional_target_v,regional_target_f,regional_nfev,solver,search_best,search_spread,regional_candidates
map,d1_0.1_d2_0.45,dual,878.0,30.0,0.1,0.45,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,1189.568579876651,1.0,1.0,1.0,0.0,False,0,54.0,849.7757213295625,122.22427867043746,849.7757213295625,36.12775591688836,80.0,759.0431420123349,0.0,30.0,BV,37616.60884741177,36427.04026753512,0.8645138291712242,0.023214978306352524,0.061274643206914815,0.07172138344477345,0.030387116650829868,0.07172138344477345,0.03195867584422936,-3.1086244689504383e-15,-62.72166512800162,3.1086244689504383e-15,75.90431420123349,47.656941390555076,BV,759.0431420123349,0.0,246.0,regional,36427.04026753512,0.0,"{'B': -5570.0, 'BF': 21668.80155195135, 'BV': 36427.04026753512}"
map,d1_0.1_d2_0.6,dual,878.0,30.0,0.1,0.6,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,1329.2802500787968,1.0,1.0,1.0,0.0,False,0,54.0,851.1693247391473,120.83067526085267,851.1693247391473,35.59894752379532,80.0,745.0719749921203,0.0,30.0,BV,37116.56168291201,35787.28143283322,0.8486013382598181,0.023045175025831352,0.06126145510180133,0.07508856011730014,0.03055403103756137,0.07508856011730014,0.03227778820528214,0.0,-68.19992873311568,0.0,74.50719749921204,62.70431849952722,BV,745.0719749921203,0.0,242.0,regional,35787.28143283322,0.0,"{'B': -5300.0, 'BF': 18496.97730724306, 'BV': 35787.28143283322}"
map,d1_0.1_d2_0.75,dual,878.0,30.0,0.1,0.75,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,1465.404392948318,1.0,1.0,1.0,0.0,False,0,54.0,852.5271505409534,119.47284945904664,852.5271505409534,35.08501036601311,80.0,731.4595607051682,0.0,30.0,BV,36629.10045876138,35163.69606581306,0.8330974495503055,0.02287904252871017,0.0612486390523339,0.07840792094886653,0.03071983462359682,0.07840792094886653,0.032598650864912655,-6.217248937900877e-15,-73.52536870771358,6.217248937900877e-15,73.14595607051682,77.35946705288762,BV,731.4595607051681,0.0,244.0,regional,35163.69606581306,0.0,"{'B': -5030.0, 'BF': 15901.488618664212, 'BV': 35163.69606581306}"
map,d1_0.2_d2_0,dual,878.0,30.0,0.2,0.0,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,0.001,971.999,0.001,-0.0,42.374958983734125,0.0,878.0,30.0,F,38476.46275723058,38476.46275723058,1.0,1000.0,0.015625244144439752,0.015625244144439752,1000.0031250488289,0.015625244144439752,0.015625244144439752,-111960.0,-3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,F,0.0,878.0,967.0,regional,38476.46275723058,0.0,"{'B': -6380.0, 'F': 38476.46275723058, 'BV': 33722.77797357448, 'VF': 38367.45097880736}"
map,d1_0.2_d2_0.15,dual,878.0,30.0,0.2,0.15,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,1695.5206674325837,1.0,1.0,1.0,0.0,False,0,54.0,777.138045638828,194.86195436117202,777.138045638828,28.022572500967136,80.0,708.4479332567416,0.0,30.0,BV,34309.37808839501,32613.857420962428,0.8068883066705486,0.02329011304060605,0.04315484772736709,0.046648364683458,0.03261978597729765,0.046648364683458,0.033189707487306784,0.0,-46.844674192424925,0.0,141.68958665134832,25.75343799770225,BV,708.4479332567416,0.0,247.0,regional,32613.857420962428,0.0,"{'B': -6110.0, 'BF': 30799.916060768646, 'BV': 32613.857420962428}"
map,d1_0.2_d2_0.3,dual,878.0,30.0,0.2,0.3,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,1905.0715237528868,1.0,1.0,1.0,0.0,False,0,54.0,781.3189345541548,190.6810654458452,781.3189345541548,27.194554155567676,80.0,687.4928476247113,0.0,30.0,BV,33462.46171426888,31557.390190515995,0.7830214665429513,0.02294814019433389,0.04313599378651593,0.0500204358448161,0.032952227363297115,0.0500204358448161,0.033665887793698224,8.881784197001252e-16,-51.176270713334596,8.881784197001252e-16,137.49856952494227,50.24957085748268,BV,687.4928476247114,0.0,238.0,regional,31557.390190515995,0.0,"{'B': -5840.0, 'BF': 25641.244237486884, 'BV': 31557.390190515995}"
map,d1_0.2_d2_0.45,dual,878.0,30.0,0.2,0.45,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2104.799644874006,1.0,1.0,1.0,0.0,False,0,54.0,785.3039324792408,186.69606752075924,785.3039324792408,26.412551001867822,80.0,667.5200355125994,0.0,30.0,BV,32654.578617919025,30549.77897304502,0.7602733889665141,0.02262080391874004,0.04311820433227019,0.05329756609570321,0.03328031713788068,0.05329756609570321,0.034141249352241186,8.881784197001252e-15,-55.26959479616641,8.881784197001252e-15,133.5040071025199,73.57680319613395,BV,667.5200355125995,0.0,255.0,regional,30549.77897304502,0.0,"{'B': -5570.0, 'BF': 21668.80155195135, 'BV': 30549.77897304502}"
map,d1_0.2_d2_0.6,dual,878.0,30.0,0.2,0.6,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2295.378144889495,1.0,1.0,1.0,0.0,False,0,54.0,789.1064527022409,182.89354729775914,789.1064527022409,25.67285052736803,80.0,648.4621855110505,0.0,30.0,BV,31883.12377029811,29587.745625408614,0.738567409465889,0.02230708584724767,0.043101385734198305,0.056485637242546904,0.03360421329575705,0.056485637242546904,0.03461597597474356,-7.105427357601002e-15,-59.14377928870117,7.105427357601002e-15,129.6924371022101,95.81546226132606,BV,648.4621855110504,0.0,242.0,regional,29587.745625408614,0.0,"{'B': -5300.0, 'BF': 18496.977307243065, 'BV': 29587.745625408614}"
map,d1_0.2_d2_0.75,dual,878.0,30.0,0.2,0.75,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2477.4199601280816,1.0,1.0,1.0,0.0,False,0,54.0,792.7387149632387,179.26128503676125,792.7387149632387,24.972127642386905,80.0,630.2580039871918,0.0,30.0,BV,31145.716757433547,28668.296797305466,0.7178337175252755,0.022006068650625432,0.04308546336471719,0.059590014852686266,0.033924071621162684,0.059590014852686266,0.03509024952782331,7.993605777301127e-15,-62.815963343715204,7.993605777301127e-15,126.05160079743837,117.03870059807879,BV,630.258003987192,0.0,246.0,regional,28668.296797305466,0.0,"{'B': -5030.0, 'BF': 15901.488618664214, 'BV': 28668.296797305466}"
map,d1_0.35_d2_0,dual,878.0,30.0,0.35,0.0,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,0.001,971.999,0.001,-0.0,42.374958983734125,0.0,878.0,30.0,F,38476.46275723058,38476.46275723058,1.0,1000.0,0.015625244144439752,0.015625244144439752,1000.0054688354505,0.015625244144439752,0.015625244144439752,-111967.5,-3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,F,0.0,878.0,967.0,regional,38476.46275723058,0.0,"{'B': -6380.0, 'F': 38476.46275723058, 'BV': 28178.57403546693, 'VF': 38340.853655968815}"
map,d1_0.35_d2_0.15,dual,878.0,30.0,0.35,0.15,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,1251.4742339523866,1.0,1.0,1.0,0.0,False,0,54.0,134.65872565141117,837.3412743485889,134.65872565141117,60.0,31.94179575128718,0.0,752.8525766047613,30.0,BF,32051.39029472104,30799.916060768654,0.8574630713038284,0.058035478752594356,0.018352429795650237,0.02705775160853939,0.06750569181558315,0.02705775160853939,0.02705775160853939,-33.99997362029056,-5.329070518200751e-15,5.329070518200751e-15,0.0,117.4278864907142,BF,0.0,752.8525766047612,924.0,regional,30799.916060768654,0.0,"{'B': -6110.0, 'BF': 30799.916060768654, 'BV': 26695.285841176115}"
map,d1_0.35_d2_0.3,dual,878.0,30.0,0.35,0.3,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2209.667570584269,1.0,1.0,1.0,0.0,False,0,54.0,230.47805931459993,741.5219406854001,230.47805931459993,27.903824575559035,32.166791794330734,0.0,657.0332429415731,30.0,BF,27850.911808071156,25641.244237486888,0.7483294338742291,0.04103728057536576,0.01835242979565043,0.03066361396826016,0.051769545464256814,0.03066361396826016,0.030663613968260155,1.7763568394002505e-15,-3.552713678800501e-15,5.329070518200751e-15,0.0,206.10997288247194,BF,0.0,657.0332429415731,918.0,regional,25641.244237486888,0.0,"{'B': -5840.0, 'BF': 25641.244237486888, 'BV': 25319.48812578879}"
map,d1_0.35_d2_0.45,dual,878.0,30.0,0.35,0.45,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3130.1819281963662,1.0,1.0,1.0,0.0,False,0,54.0,713.3530467215717,258.6469532784283,713.3530467215717,13.409992653519428,80.0,564.9818071803634,0.0,30.0,BV,27170.21068221006,24040.028754013696,0.6434872519138535,0.021792852226805503,0.03235898198755454,0.042165765489617014,0.03655087014817146,0.042165765489617014,0.03683398277146601,-8.881784197001252e-15,-47.569165420223904,8.881784197001252e-15,197.74363251312718,102.48463463090724,BV,564.9818071803633,0.0,237.0,regional,24040.028754013696,0.0,"{'B': -5570.0, 'BF': 21668.80155195135, 'BV': 24040.028754013696}"
map,d1_0.35_d2_0.6,dual,878.0,30.0,0.35,0.6,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3356.0592787795895,1.0,1.0,1.0,0.0,False,0,54.0,721.2403951885321,250.75960481146785,721.2403951885321,12.778141374994059,80.0,542.394072122041,0.0,30.0,BV,26203.29420695338,22847.234928173788,0.6177609021891128,0.021302172891625976,0.032339769829660386,0.045121073564635975,0.03709454863924856,0.045121073564635975,0.03751523040289597,7.105427357601002e-15,-49.53147217469664,7.105427357601002e-15,189.83792524271436,131.90275514562862,BV,542.3940721220412,0.0,241.0,regional,22847.234928173788,0.0,"{'B': -5300.0, 'BF': 18496.977307243065, 'BV': 22847.234928173788}"
map,d1_0.35_d2_0.75,dual,878.0,30.0,0.35,0.75,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3567.0744219437006,1.0,1.0,1.0,0.0,False,0,54.0,728.6091029551527,243.3908970448473,728.6091029551527,12.199782341836736,80.0,521.2925578056299,0.0,30.0,BV,25299.752095079602,21732.677673135902,0.5937272867945671,0.02084321270109769,0.032322185671698964,0.04795459519752223,0.037627321020230475,0.04795459519752223,0.03818930616030194,8.881784197001252e-15,-51.33079381611518,8.881784197001252e-15,182.45239523197046,159.33929642397783,BV,521.29255780563,0.0,239.0,regional,21732.677673135902,0.0,"{'B': -5030.0, 'BF': 15901.48861866421, 'BV': 21732.677673135902}"
map,d1_0.5_d2_0,dual,878.0,30.0,0.5,0.0,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,0.001,971.999,0.001,-0.0,42.374958983734125,0.0,878.0,30.0,F,38476.46275723058,38476.46275723058,1.0,1000.0,0.015625244144439752,0.015625244144439752,1000.0078126220723,0.015625244144439752,0.015625244144439752,-111975.0,-3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,F,0.0,878.0,967.0,regional,38476.46275723058,0.0,"{'B': -6380.0, 'F': 38476.46275723058, 'BV': 23861.90963709285, 'VF': 38297.09692294804}"
map,d1_0.5_d2_0.15,dual,878.0,30.0,0.5,0.15,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,1251.4742339523866,1.0,1.0,1.0,0.0,False,0,54.0,134.65872565141117,837.3412743485889,134.65872565141117,60.0,31.94179575128718,0.0,752.8525766047613,30.0,BF,32051.39029472104,30799.916060768654,0.8574630713038284,0.058035478752594356,0.018352429795650237,0.02705775160853939,0.07156435455686405,0.02705775160853939,0.02705775160853939,-41.49997362029057,-5.329070518200751e-15,5.329070518200751e-15,0.0,117.4278864907142,BF,0.0,752.8525766047612,924.0,regional,30799.916060768654,0.0,"{'B': -6110.0, 'BF': 30799.916060768654, 'BV': 22177.02245951487}"
map,d1_0.5_d2_0.3,dual,878.0,30.0,0.5,0.3,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2209.6675751216594,1.0,1.0,1.0,0.0,False,0,54.0,230.47805936075517,741.5219406392448,230.47805936075517,20.403824609939132,34.4167918173936,0.0,657.0332424878341,30.0,BF,27850.91181260855,25641.244237486888,0.748329433357442,0.04103728026840073,0.018352429658371448,0.030663613738891666,0.05636908713784655,0.030663613738891666,0.030663613738891666,-1.865174681370263e-14,-8.881784197001252e-15,8.881784197001252e-15,0.0,206.10997274635022,BF,0.0,657.033242487834,918.0,regional,25641.244237486888,0.0,"{'B': -5840.0, 'BF': 25641.244237486888, 'BV': 20648.29799251112}"
map,d1_0.5_d2_0.45,dual,878.0,30.0,0.5,0.45,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2958.161287084156,1.0,1.0,1.0,0.0,False,0,54.0,305.327430964588,666.6725690354119,305.327430964588,60.0,13.22804911060068,0.0,582.1838712915844,30.0,BF,24626.962839035506,21668.80155195135,0.6630795800587522,0.03350679928035874,0.018352429795650237,0.03343048947181167,0.05022204401626458,0.03343048947181167,0.03343048947181167,-38.75276151940019,0.0,0.0,0.0,275.482742081213,BF,0.0,582.1838712915844,923.0,regional,21668.80155195135,0.0,"{'B': -5570.0, 'BF': 21668.80155195135, 'BV': 19255.153067076157}"
map,d1_0.5_d2_0.6,dual,878.0,30.0,0.5,0.6,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3560.9398508117124,1.0,1.0,1.0,0.0,False,0,54.0,365.60528729773927,606.3947127022607,365.60528729773927,60.0,3.9667997119019063,0.0,521.9060149188288,30.0,BF,22057.917158054777,18496.977307243065,0.5944259851011717,0.029017739355205987,0.018352429782311015,0.03576307339543461,0.04689927605292329,0.03576307339543461,0.0357630733954346,-38.24998680778307,8.881784197001252e-16,8.881784197001252e-16,0.0,331.14360895129727,BF,0.0,521.9060149188288,921.0,regional,18496.977307243065,0.0,"{'B': -5300.0, 'BF': 18496.977307243065, 'BV': 17980.455955724705}"
map,d1_0.5_d2_0.75,dual,878.0,30.0,0.5,0.75,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,4343.751770978062,1.0,1.0,1.0,0.0,False,0,54.0,682.9304865915938,289.06951340840624,682.9304865915938,1.5946534466196247,80.0,443.6248229021938,0.0,30.0,BV,21153.585916301323,16809.83414532326,0.5052674520526125,0.01982303771989752,0.02684052026230702,0.041707798552230155,0.040676936996012596,0.041707798552230155,0.040742233080996115,8.881784197001252e-15,-42.37033265750369,8.881784197001252e-15,221.8124114510969,188.85930858832268,BV,443.6248229021939,0.0,245.0,regional,16809.83414532326,0.0,"{'B': -5030.0, 'BF': 15901.488618664214, 'BV': 16809.83414532326}"
map,d1_0.65_d2_0,dual,878.0,30.0,0.65,0.0,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,0.001,971.999,0.001,-0.0,42.374958983734125,0.0,878.0,30.0,F,38476.46275723058,38476.46275723058,1.0,1000.0,0.015625244144439752,0.015625244144439752,1000.0101564086939,0.015625244144439752,0.015625244144439752,-111982.5,-3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,F,0.0,878.0,967.0,regional,38476.46275723058,0.0,"{'B': -6380.0, 'F': 38476.46275723058, 'BV': 19916.67086845553, 'VF': 38211.66666307128}"
map,d1_0.65_d2_0.15,dual,878.0,30.0,0.65,0.15,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,1251.4742339523889,1.0,1.0,1.0,0.0,False,0,54.0,134.65872565141117,837.3412743485889,134.65872565141117,11.000026379709436,39.29179179433077,0.0,752.8525766047611,30.0,BF,32051.390294721034,30799.916060768646,0.8574630713038282,0.05803547875259421,0.01835242979565016,0.027057751608539293,0.07562301729814475,0.027057751608539293,0.027057751608539293,1.5987211554602254e-14,2.6645352591003757e-15,1.5987211554602254e-14,0.0,117.42788649071416,BF,0.0,752.8525766047612,924.0,regional,30799.916060768646,0.0,"{'B': -6110.0, 'BF': 30799.916060768646, 'BV': 18163.46047119279}"
map,d1_0.65_d2_0.3,dual,878.0,30.0,0.65,0.3,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2209.667570584269,1.0,1.0,1.0,0.0,False,0,54.0,230.47805931459993,741.5219406854001,230.47805931459993,60.0,22.53793916699844,0.0,657.0332429415731,30.0,BF,27850.911808071152,25641.244237486884,0.7483294338742291,0.04103728057536576,0.01835242979565043,0.03066361396826016,0.06096862965473486,0.03066361396826016,0.030663613968260155,-47.09617542444098,-3.552713678800501e-15,3.552713678800501e-15,0.0,206.10997288247194,BF,0.0,657.0332429415731,918.0,regional,25641.244237486884,0.0,"{'B': -5840.0, 'BF': 25641.244237486884, 'BV': 16601.014437702885}"
map,d1_0.65_d2_0.45,dual,878.0,30.0,0.65,0.45,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2958.161287084156,1.0,1.0,1.0,0.0,False,0,54.0,305.327430964588,666.6725690354119,305.327430964588,60.0,13.22804911060068,0.0,582.1838712915844,30.0,BF,24626.962839035506,21668.80155195135,0.6630795800587522,0.03350679928035874,0.018352429795650237,0.03343048947181167,0.055236617437036326,0.03343048947181167,0.03343048947181167,-46.25276151940018,0.0,0.0,0.0,275.482742081213,BF,0.0,582.1838712915844,923.0,regional,21668.80155195135,0.0,"{'B': -5570.0, 'BF': 21668.80155195135, 'BV': 15199.983655673375}"
map,d1_0.65_d2_0.6,dual,878.0,30.0,0.65,0.6,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3560.9398507446735,1.0,1.0,1.0,0.0,False,0,54.0,365.60528729760665,606.3947127023933,365.60528729760665,14.250013191825087,31.416791796199917,0.0,521.9060149255326,30.0,BF,22057.917157987737,18496.97730724306,0.5944259851088071,0.029017739358704546,0.018352429784524275,0.035763073399747006,0.0522637370685401,0.035763073399747006,0.035763073399747,8.881784197001252e-15,8.881784197001252e-15,8.881784197001252e-15,0.0,331.14360895531956,BF,0.0,521.9060149255328,921.0,regional,18496.97730724306,0.0,"{'B': -5300.0, 'BF': 18496.97730724306, 'BV': 13936.74014237452}"
map,d1_0.65_d2_0.75,dual,878.0,30.0,0.65,0.75,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,4057.2458586746934,1.0,1.0,1.0,0.0,False,0,54.0,415.23588821059604,556.764111789404,415.23588821059604,52.98217914119014,-0.0,0.0,472.27541413253067,30.0,BF,19958.734477338905,15901.48861866421,0.5378991049345452,0.025954255160927427,0.018352429824937438,0.037818121195633006,0.050536033938088885,0.037818121195633006,0.03781812119563301,-38.38905571921401,1.7763568394002505e-15,1.7763568394002505e-15,0.0,376.706560599398,BF,0.0,472.27541413253067,923.0,regional,15901.48861866421,0.0,"{'B': -5030.0, 'BF': 15901.48861866421, 'BV': 12792.046755848136}"
map,d1_0.8_d2_0,dual,878.0,30.0,0.8,0.0,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,0.001,971.999,0.001,-0.0,42.374958983734125,0.0,878.0,30.0,F,38476.46275723058,38476.46275723058,1.0,1000.0,0.015625244144439752,0.015625244144439752,1000.0125001953155,0.015625244144439752,0.015625244144439752,-111990.0,-3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,F,0.0,878.0,967.0,regional,38476.46275723058,0.0,"{'B': -6380.0, 'F': 38476.46275723058, 'BV': 16666.329957292415, 'VF': 37970.909177239446}"
map,d1_0.8_d2_0.15,dual,878.0,30.0,0.8,0.15,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,1251.4742339523866,1.0,1.0,1.0,0.0,False,0,54.0,134.65872565141117,837.3412743485889,134.65872565141117,60.0,31.94179575128718,0.0,752.8525766047613,30.0,BF,32051.39029472104,30799.916060768654,0.8574630713038284,0.058035478752594356,0.018352429795650237,0.02705775160853939,0.07968168003942587,0.02705775160853939,0.02705775160853939,-56.499973620290575,-5.329070518200751e-15,5.329070518200751e-15,0.0,117.4278864907142,BF,0.0,752.8525766047612,924.0,regional,30799.916060768654,0.0,"{'B': -6110.0, 'BF': 30799.916060768654, 'BV': 14914.135770345205}"
map,d1_0.8_d2_0.3,dual,878.0,30.0,0.8,0.3,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2209.667570584269,1.0,1.0,1.0,0.0,False,0,54.0,230.47805931459993,741.5219406854001,230.47805931459993,5.40382457555903,38.916791794330734,0.0,657.0332429415731,30.0,BF,27850.911808071156,25641.244237486888,0.7483294338742291,0.04103728057536576,0.01835242979565043,0.03066361396826016,0.06556817174997388,0.03066361396826016,0.030663613968260155,0.0,-3.552713678800501e-15,3.552713678800501e-15,0.0,206.10997288247194,BF,0.0,657.0332429415731,918.0,regional,25641.244237486888,0.0,"{'B': -5840.0, 'BF': 25641.244237486888, 'BV': 13375.235052097338}"
map,d1_0.8_d2_0.45,dual,878.0,30.0,0.8,0.45,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2958.161287084156,1.0,1.0,1.0,0.0,False,0,54.0,305.327430964588,666.6725690354119,305.327430964588,60.0,13.22804911060068,0.0,582.1838712915844,30.0,BF,24626.962839035506,21668.80155195135,0.6630795800587522,0.03350679928035874,0.018352429795650237,0.03343048947181167,0.06025119085780808,0.03343048947181167,0.03343048947181167,-53.75276151940019,0.0,0.0,0.0,275.482742081213,BF,0.0,582.1838712915844,923.0,regional,21668.80155195135,0.0,"{'B': -5570.0, 'BF': 21668.80155195135, 'BV': 12013.118503758276}"
map,d1_0.8_d2_0.6,dual,878.0,30.0,0.8,0.6,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3560.9398504076376,1.0,1.0,1.0,0.0,False,0,54.0,365.6052872969367,606.3947127030633,365.6052872969367,6.750013189854812,35.916791794330734,0.0,521.9060149592362,30.0,BF,22057.917157650703,18496.977307243065,0.5944259851471939,0.029017739376296318,0.018352429795650393,0.03576307342142818,0.05762819811343886,0.03576307342142818,0.03576307342142818,-3.552713678800501e-15,1.7763568394002505e-15,1.7763568394002505e-15,0.0,331.1436089755417,BF,0.0,521.9060149592362,921.0,regional,18496.977307243065,0.0,"{'B': -5300.0, 'BF': 18496.977307243065, 'BV': 10799.160091089265}"
map,d1_0.8_d2_0.75,dual,878.0,30.0,0.8,0.75,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,4057.2458595229255,1.0,1.0,1.0,0.0,False,0,54.0,415.23588820846555,556.7641117915344,415.23588820846555,7.09312342661506,34.416791794330734,0.0,472.27541404770744,30.0,BF,19958.73447818714,15901.488618664214,0.5378991048379356,0.025954255119508374,0.01835242979565041,0.03781812113528169,0.05620875202773373,0.03781812113528169,0.03781812113528169,0.0,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,376.70656053578057,BF,0.0,472.27541404770744,923.0,regional,15901.488618664214,0.0,"{'B': -5030.0, 'BF': 15901.488618664214, 'BV': 9710.593928814344}"
pathway,one_referral_d0.1,dual,878.0,30.0,0.35,0.1,0.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,866.8874455004755,1.0,1.0,1.0,0.0,False,0,54.0,96.20004680622026,875.7999531937797,96.20004680622026,60.0,35.120710858767616,0.0,791.3112554499525,30.0,BF,33772.90266040892,32906.015214908446,0.9012656667994903,0.07107865496099369,0.018352429795650316,0.025460295291749688,0.0775020053894713,0.025460295291749688,0.025460295291749688,-33.0821810281842,1.3322676295501878e-15,1.3322676295501878e-15,0.0,82.13112554499526,BF,0.0,791.3112554499525,922.0,regional,32906.015214908446,0.0,"{'B': -6200.0, 'BF': 32906.015214908446, 'BV': 28106.350631974703}"
pathway,one_referral_d0.4,dual,878.0,30.0,0.35,0.4,0.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2435.989121132841,1.0,1.0,1.0,0.0,False,0,54.0,689.0543761458639,282.9456238541361,689.0543761458639,15.721586865171446,80.0,634.4010878867159,0.0,30.0,BV,30325.681313780373,27889.692192647533,0.7225524918983097,0.023444851283781782,0.032356969235458985,0.0417349097489717,0.034769790516192424,0.0417349097489717,0.03508428966556619,6.217248937900877e-15,-47.77493491513911,6.217248937900877e-15,222.04038076035056,12.0,BV,634.401087886716,0.0,244.0,regional,27889.692192647533,0.0,"{'B': -5660.0, 'BF': 22889.564446156863, 'BV': 27889.692192647533}"
pathway,one_referral_d0.7,dual,878.0,30.0,0.35,0.7,0.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2503.562011324424,1.0,1.0,1.0,0.0,False,0,54.0,691.3680266995548,280.6319733004452,691.3680266995548,15.729105870413974,80.0,627.6437988675576,0.0,30.0,BV,30176.613352866934,27673.05134154251,0.7148562629471044,0.023405923307315505,0.032303243523243076,0.04868738983836393,0.03471205854045058,0.04868738983836393,0.03534957681350258,-3.552713678800501e-15,-53.272343408488155,3.552713678800501e-15,219.67532960364517,21.0,BV,627.6437988675576,0.0,246.0,regional,27673.05134154251,0.0,"{'B': -5120.0, 'BF': 16712.740934941154, 'BV': 27673.05134154251}"
pathway,recurrent_d0.1,dual,878.0,30.0,0.35,0.1,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,1169.3386346374643,1.0,1.0,1.0,0.0,True,0,54.0,96.39634111169306,875.6036588883069,96.39634111169306,24.80472004852801,36.45958746120934,0.0,761.0661365362536,30.0,BF,31921.41181171995,30752.073177082486,0.86681792316202,0.06934535923224058,0.017906383991290253,0.02574188592177649,0.07835501930486237,0.02574188592177649,0.02574188592177649,-0.07140028253895458,-5.773159728050814e-15,5.773159728050814e-15,0.0,79.10661365362536,,,,,,30752.07327708249,1.1398515198379755e-07,
pathway,recurrent_d0.4,dual,878.0,30.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3408.3863532602277,1.0,1.0,1.0,0.0,True,0,54.0,684.9169363871584,287.08306361284156,684.9169363871584,8.348309809450887,80.0,537.1613646739772,0.0,30.0,BV,25610.56676575647,22202.180412496244,0.611801098717514,0.02157161743607835,0.029773282954223552,0.04465340689378476,0.03720030984890302,0.04465340689378476,0.037594541412040224,-7.105427357601002e-15,-62.101911536309565,7.105427357601002e-15,188.00647763589203,87.2025910543568,,,,,,22202.180512496234,4.954501491738483e-06,
